sentiment	text
neutral	Maybe you've heard of the two heavenly bodies we know as the Sun and the Moon. They're actually Chuck Norris' Testicles.
neutral	I'm up before 5pm on a Wednesday... who am I and what have I done with Curtis?
neutral	Following his defeat to the Undertaker tomorrow night, Brock Lesnar will travel to Old Trafford on Monday for a medical #ITK
positive	Love Friday :) Its @Riva_Drogheda Day with Heather to start the wkend :) These Dunkin' Donuts were AMAZING &lt;3 http://t.co/96ACfcuJdG
neutral	Started following Paul Dunne, @dunners11 on Friday. He had 950 followers. Right now he's at 13,400.
neutral	look at the percentage chance of Milan finishing 6th. Strong green in a see of uncertainties  https://t.co/aWrefFet8Q
positive	"Anaconda's a music video gem, but T-Swift's Bad Blood is in a classic comedy vault--it's the best of its kind since Rebecca Black's ""Friday"""
neutral	@MotorolaSupport Some users are saying they're receiving software upgrade for Moto G 2nd Gen in some countries. What about devices in India?
negative	@kavita_krishnan @sagarikaghose tomorrow morning u will get reply, yakub will be hanged. India is not going to be govern by presstitutes,
positive	Happy Birthday to the only important birthday July 22..  Prince George. http://t.co/yXLE0euFuL
neutral	Kris Bryant is 3rd in the league.....in strikeouts #Leader #phenom #NextPujols #Rookie of Year #MVP #loser http://t.co/ORgx0RnWas
neutral	@gomez_jnr degale for me mate but think Murray would cause him serious problems in the 2nd half of the fight, you?
negative	France's security has got to be posed some serious questions right now. First Charlie Hebdo, now Friday the 13th. #ParisAttacks
neutral	Kris Bryant homered in the bottom of the 9th.  Cubs beat Indians 2-1. Get to six of the #STLCards
neutral	Harris looks for Owens but Murray all over him, 3rd down &amp; the Argos will gamble.. #CFL #LDC #TORvsHAM
positive	WGNTV: Cubs win on Kris Bryant walk-off! Beat Indians 2-1 on a homer in the 9th. What a ballgame. #WGNCubs https://t.co/RP3vWdODTy
neutral	The 10th Amendment and  Gay Marriage: A Defense of the Bill of Rights and Individual Liberty http://t.co/84aIkgNRv7
neutral	Photo: The streets outside the central rail station in Milan, Italy, are seen free of vehic @guardian https://t.co/ePbd3smC3G via @breaking
neutral	"@GodInGreen "" with me..naked? "" Thor rubbed his face and then sat down on the couch looking at him.."
neutral	The #Cubs score 2 runs in the bottom of the 6th on RBI singles by Kris Bryant &amp; Miguel Montero to tie things up with the Reds @ 3 apiece
positive	How I'm looking at life rn: Big Brother is on tonight and Sunday  Bachelor in Paradise is on Saturday and Sunday.   #AllILiveFor
negative	John Kasich applied all the rote Republican dogma until he found out he couldn't govern that way. He may be the GOP voice in the wilderness.
negative	Why the fuck does Collins have David Wright batting 2nd
neutral	2015 #TheOpen : Paul Dunne ( A )   co-leader with -12 , Hile 17 in R3 on July 19  at The Old Course in St Andrews, Scotland,Play in progress
neutral	Back out on practice court -Kevin Anderson after his 4 hr18 min win over Murray to make 1st slam QF @SkySportsTennis http://t.co/VdBePMBzld
neutral	John Cena just beat up Jon Stewart on Monday night raw, too funny.
positive	@SunkanmiShams JEB or John Kasich May get it... I need an easy bit for Hillary
positive	Good morning Dallas! Sunday funday ahead with yoga, brunch and TY KU sake. Who's coming?? http://t.co/N5yUSAjPSb http://t.co/CXboAlLVUR
neutral	Good finish from Kane, may not rate him that highly but he still scores
neutral	David Wright will make what should be his last rehab appearance with St. Lucie tonight before joining the Mets on Monday.
neutral	Selling 2 Tickets to Ed Sheeran on September 9th in Miami, please message or text me if you're interested ASAP
neutral	George Osborne: It's adorable that you, media person, think this gov't would do anything to help Greece. http://t.co/b4UCdTcZZC
negative	having Yakub's news on the 1st page by all leading news papers is saddest thing! Shame on you @timesofindia @mataonline  #StopBuyingThem
positive	Paul dunne holding his own. Exciting day of golf planned for tomorrow #TheOpen2015
positive	I liked a @YouTube video http://t.co/PCuHL1YzpE John Cena attacks Dolph Ziggler after his match with Randy Orton: SmackDown, Nov. 23,
neutral	Just got to LAX and have a few hours before my flight to OKC. Prayers for Briana tomorrow as she has surgery to remove enlarged lymph nodes
neutral	Harper Lee, the author of the American literature classic To Kill a Mockingbird, will publish her 2nd book, Go Set a Watchman, this Tuesday
positive	We'd love to see you in Israel SQL Saturday on April 4th. Learn from Brent Ozar and Rob Farley precons https://t.co/7q0YE7ZD3Y #sqlsaturday
positive	Finally the Grammies give some more attention to the artistry of hip-hop. Good job Kendrick on having the 2nd most nominations ever. (11)
neutral	@thunderclappp I know tomorrow's my last day of work and today I close so I'm kinda just laying in my bed listening to Janet jackson
positive	Yoga successfully negotiated with only a hint of knee collapse but no meditation today. Tomorrow is the one and all will be well..in theory.
neutral	If this woman gets away with this there may be some serious repercussions for Christians. I can see muslimed... http://t.co/TE6uUjzxFm
positive	Islam is more than a religion. #GoodMorning  May Allah Bless Us all with imaan aameen  keep remember Allah . http://t.co/5W2L6qWGjO
neutral	"I still havent set up my voicemail on my phone so tomorrow when I do it its gonna be like ""hey its -"" then its gonna cut to john cena"
neutral	Alessandro Matri, loaned out by Milan for the 7th time, joins @OfficialSSLazio on loan http://t.co/JbnRf1ug4a
positive	To the people ordering hot coffee at Dunkin rn: congrats on harnessing the power of the sun
positive	2.5 million people watched Miss USA on Reelz! this Sunday! Congrats to the true winner @ReelzChannel!
neutral	Wheelchair shopping tomorrow.  I want one that will blare Natural Born Killaz by Ice Cube when I enter a room #firstworldhandicappedproblems
neutral	@jimmy_melody74 @LeoManning1445 haven't read it but I can send it your way in the morning. Also, have IRA texts for you on Monday
positive	My 21st is gonna be a day or two before Eid al-Adha. All I can say is I'm expecting a huge suprise on Eid
neutral	What the federal Judge fails to see that the #KimDavis name is on the form for Gay marriage that makes it a #1st She does not have to comply
positive	Janet Jackson led the stars who gave special tribute for Aaliyah's 14th death anniversary on Tuesday. Read more... http://t.co/gU54ymJaEB
neutral	Be prepared to listen about Nicki and Miley tomorrow at school, or maybe Kanye
neutral	@iEliteShot Hey Shawn is there any chance you can give me a hint on what zombie map you will be playing tomorrow? #ZombieSlayerSunday
neutral	"Try as hard as you may, you are going to walk in the flesh at times &amp; sin. ""Christians at best are people, and people at best are sinners."""
positive	I'm seeing Ed Sheeran on Tuesday im going to cry
neutral	Since acquiring David Price on July 30, the Blue Jays are 19-4 and have scored 138 runs -- exactly 6 per game. #NESNStatsAndInfo
neutral	@BBFeedster that pout may work with daddy but it doesn't work at Big Brother lmao!!!!
positive	Dear lovely Christians, I wish to inform you, tomorrow we got one Mass @ 10am as we'll be submitting our parish family day collection!
neutral	@TheBackPage if Jordan Spieth or Dustin Johnson can be the LeBron of golf, I may watch in a few years. I want to see dominance in golf.
neutral	did i ever tell you htat i had a really well thought out naruto oc when i was in like 5th/6th grade with a back story and everything
neutral	Dana White Says the Ronda Rousey/Holly Holm Rematch Will Likely Take Place at UFC 200 in July https://t.co/0oW0cc3q2G
negative	true story: munibond sales guy was freaking out &amp; wanting to liquidate his IRA at depths in aug/sep (talked him out of it for the most part)
positive	We start the morning with news that Floyd Mayweather will face Andre Berto on Sept 12!  Odds: http://t.co/HdxCJoV40k http://t.co/K9XKvf9WBV
positive	My baby girl start school tomorrow I pray she has a wonderful school year coming. I love you baby girl Nirvana
neutral	"Just heard Skyhooks version of ""Women In Uniform"" for the 1st time. Think the Iron Maiden version is probably still the best."
positive	@rosequartz0518 @_claudiaw Beep beep...! Yep, Murray and Federer into the top 16. Phew! :) See you tomorrow!
positive	@devikasingh515 Mam at this Sunday when you host raw sunday dhamaal please take Brock Lesnar's side.... ;) &lt;33
neutral	I still cannot connect the missing link that is why if Jesus is The Messiah why He didnt restore Israel to its former glory on His 1st come
positive	Janet Jackson opens #Unbreakable tour in Vancouver, introduces new song with Missy Elliott #UnbreakableVancouver http://t.co/t8oq3xXXvm
neutral	When nobody realizes Tom Brady isn't suspended and you get him in the 6th round in fantasy football. #SportsMediaUF http://t.co/iPbHsZ3194
positive	It's Prince George's 2nd birthday! With the following hashtag you can congratulate the little Prince. We wish His... http://t.co/8XvgSi15mH
neutral	Defeating BOKO Haram is no longer in two months, it is now by December (7 months). #ChangingCHANGI
negative	"What makes me sad is how tomorrow morning, the media is gonna portray Nicki as the stereotypical ""angry black woman"" &amp; make Miley the victim"
positive	Going to go see Ant-Man on Monday morning. I have the best life.
neutral	Hauschka is $ from 27 yards out. Seahawks up 13-6 with 6:19 left in the 3rd. #SEAvsSD and my The #Mariners still lead the White Sox, 5-2.
positive	i am so excited to watch sharknado after work tomorrow no one even gets it
neutral	For sale: one Seth Rollins bronze statue. Caution: May or may not just be @Sting in a box. #Merch
neutral	@NaughtyBeyotch This is like Floyd Mayweather challenging a 3rd grade girl with MS to a fight. #overmatched
neutral	"Sam last night: ""Shawn tomorrow morning we should wake up at like 9 and make breakfast"" ... it's 1:34 and he hasn't gotten out of bed yet"
neutral	'Caitlyn Jenner' appeared on Thursday 20 at the 14th place in the Top20 of Miami's Trends: http://t.co/DH9GnRW4XY #trndnl
neutral	@peddoc63 September 11th taught many of us all we want to know about Islam.
neutral	@thenff Is it not a shame that Super Eagles will play Niger Republic on Tuesday in a friendly match, why not BIG football countries?
positive	such a good ending to SHARKNADO 3!  YOU DECIDE BY TWITTER HASHTAG IF APRIL LIVES OR DIES!  the answer will be... http://t.co/9xIQwd7afq
negative	Sonia and Rahul Gandhi may not apply for bail in #NationalHerald case.. They want to disturb the harmony of the country..
neutral	Murray gets the pass across. 1st and 10 from the 44.
neutral	Modric and Kovacic return to Madrid training after Croatia loss: Real Madrid trained on Monday afternoon with ...  http://t.co/4EpBavQaQV
negative	@zjmcartoon You started with tweeting 'who cares' and this is so stupid bc i bet when Zayn will show us his 1st song/video you will care +
positive	Anything keeping me going is the Zac Brown Band concert in November
neutral	Dahil may Adidas Sam Smith na... Sino na susunod? Bruno mars? Justin bieber? Lololol..gusto ko nun and i know im not the only one!
neutral	@RandBallsStu I haven't listened yet, and I'm sure you did great, but I'm worried you may be the Tom Brady to Gleeman's Bledsoe.
neutral	Interesting. BetOnline just opened Rousey -1250 vs. Holm, almost identical odds to those set for 3rd Tate bout. Expect different take at 5d.
neutral	I'll tell you guys about Paper Towns tomorrow alright
positive	@haysnyder1212 don't worry bro, I'm going to get coffee alone tomorrow. Dunkin hotties may be there
negative	Don't tell me Rousey pulling a Mayweather and ducking fighters now. If Cyborg says she is down for December, make it happen.
neutral	ICYMI: #Rangers notes from Thursday, leading with Josh Hamilton to the DL. https://t.co/BqzUkC6oP9
